,SV.,SS.,SM.,OA.,V.,ND.,LC.,U.,8N.,Pokémon,,Format,Index
,-,-,1,1,-,1,5,1,1,Bidoof,,,
,-,-,-,-,-,-,-,-,-,Bidoof (T),,,
,-,-,1,-,-,-,-,-,-,Bidoof (Z),,,
,-,-,1,1,-,1,-,1,1,Bibarel,,,
,-,-,-,-,-,-,-,-,-,Bibarel (T),,,
,-,-,1,-,-,-,-,-,-,Bibarel (Z),,,
,1,-,1,1,1,1,1,1,1,Kricketot,,,
,1,-,-,-,-,-,-,-,-,Kricketot (T),,,
,-,-,1,-,-,-,-,-,-,Kricketot (Z),,,
,1,-,1,2,1,1,-,1,1,Kricketune,,,
,1,-,-,-,-,-,-,-,-,Kricketune (T),,,
,-,-,1,-,-,-,-,-,-,Kricketune (Z),,,
,1,1,1,1,1,1,6,1,1,Shinx,,,
,1,-,-,-,-,-,-,-,-,Shinx (T),,,
,-,-,1,-,-,-,-,-,-,Shinx (Z),,,
,1,1,1,1,1,1,-,1,1,Luxio,,,
,1,-,-,-,-,-,-,-,-,Luxio (T),,,
,-,-,1,-,-,-,-,-,-,Luxio (Z),,,
,1,1,1,3,2,1,-,1,3,Luxray,,,
,1,-,-,-,-,-,-,-,-,Luxray (T),,,
,-,-,1,-,-,-,-,-,-,Luxray (Z),,,
,-,1,1,1,-,1,6,1,1,Budew,,,
,-,-,-,-,-,-,-,-,-,Budew (T),,,
,-,-,1,-,-,-,-,-,-,Budew (Z),,,
,-,6,11,13,-,10,-,10,9,Roserade,,,
,-,-,-,-,-,-,-,-,-,Roserade (T),,,
,-,-,11,-,-,-,-,-,-,Roserade (Z),,,
,1,-,1,1,1,1,7,1,1,Cranidos,,,
,1,-,-,-,-,-,-,-,-,Cranidos (T),,,
,-,-,1,-,-,-,-,-,-,Cranidos (Z),,,
,1,-,1,2,2,1,-,2,2,Rampardos,,,
,1,-,-,-,-,-,-,-,-,Rampardos (T),,,
,-,-,1,-,-,-,-,-,-,Rampardos (Z),,,
,1,-,1,1,1,1,5,1,1,Shieldon,,,
,1,-,-,-,-,-,-,-,-,Shieldon (T),,,
,-,-,1,-,-,-,-,-,-,Shieldon (Z),,,
,1,-,1,1,2,1,-,1,1,Bastiodon,,,
,2,-,-,-,-,-,-,-,-,Bastiodon (T),,,
,-,-,1,-,-,-,-,-,-,Bastiodon (Z),,,
,-,-,1,1,-,1,1,1,1,Burmy,,,
,-,-,-,-,-,-,-,-,-,Burmy (T),,,
,-,-,1,-,-,-,-,-,-,Burmy (Z),,,
,-,-,1,1,-,1,-,1,1,Wormadam,,,
,-,-,-,-,-,-,-,-,-,Wormadam (T),,,
,-,-,1,-,-,-,-,-,-,Wormadam (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,1,1,-,1,-,1,1,Mothim,,,
,-,-,-,-,-,-,-,-,-,Mothim (T),,,
,-,-,1,-,-,-,-,-,-,Mothim (Z),,,
,1,1,1,1,1,1,2,1,1,Combee,,,
,1,-,-,-,-,-,-,-,-,Combee (T),,,
,-,-,1,-,-,-,-,-,-,Combee (Z),,,
,1,1,1,1,1,1,-,1,1,Vespiquen,,,
,1,-,-,-,-,-,-,-,-,Vespiquen (T),,,
,-,-,1,-,-,-,-,-,-,Vespiquen (Z),,,
,1,-,1,1,8,1,-,1,1,Pachirisu,,,
,1,-,-,-,-,-,-,-,-,Pachirisu (T),,,
,-,-,1,-,-,-,-,-,-,Pachirisu (Z),,,
,1,-,1,1,1,1,8,1,1,Buizel,,,
,1,-,-,-,-,-,-,-,-,Buizel (T),,,
,-,-,1,-,-,-,-,-,-,Buizel (Z),,,
,3,-,2,1,4,4,-,7,2,Floatzel,,,
,4,-,-,-,-,-,-,-,-,Floatzel (T),,,
,-,-,2,-,-,-,-,-,-,Floatzel (Z),,,
,-,1,1,1,-,1,6,1,1,Cherubi,,,
,-,-,-,-,-,-,-,-,-,Cherubi (T),,,
,-,-,1,-,-,-,-,-,-,Cherubi (Z),,,
,-,1,1,1,-,1,-,1,1,Cherrim,,,
,-,-,-,-,-,-,-,-,-,Cherrim (T),,,
,-,-,1,-,-,-,-,-,-,Cherrim (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,1,1,1,1,1,1,9,1,1,Shellos,,,
,1,-,-,-,-,-,-,-,-,Shellos (T),,,
,-,-,1,-,-,-,-,-,-,Shellos (Z),,,
,5,3,5,6,7,6,-,11,7,Gastrodon,,,
,5,-,-,-,-,-,-,-,-,Gastrodon (T),,,
,-,-,5,-,-,-,-,-,-,Gastrodon (Z),,,
,3,-,4,3,3,3,-,4,4,Ambipom,,,
,3,-,-,-,-,-,-,-,-,Ambipom (T),,,
,-,-,4,-,-,-,-,-,-,Ambipom (Z),,,
,1,1,1,1,1,1,11,1,1,Drifloon,,,
,1,-,-,-,-,-,-,-,-,Drifloon (T),,,
,-,-,1,-,-,-,-,-,-,Drifloon (Z),,,
,4,3,1,2,8,4,-,3,2,Drifblim,,,
,5,-,-,-,-,-,-,-,-,Drifblim (T),,,
,-,-,1,-,-,-,-,-,-,Drifblim (Z),,,
,-,1,1,1,-,1,11,1,1,Buneary,,,
,-,-,-,-,-,-,-,-,-,Buneary (T),,,
,-,-,1,-,-,-,-,-,-,Buneary (Z),,,
,-,1,1,1,-,1,-,1,1,Lopunny,,,
,-,-,-,-,-,-,-,-,-,Lopunny (T),,,
,-,-,1,-,-,-,-,-,-,Lopunny (Z),,,
,-,-,15,17,-,15,-,17,18,Mega Lopunny,,,
,7,-,6,6,5,6,-,6,6,Mismagius,,,
,7,-,-,-,-,-,-,-,-,Mismagius (T),,,
,-,-,6,-,-,-,-,-,-,Mismagius (Z),,,
,1,-,3,3,2,1,-,2,3,Honchkrow,,,
,1,-,-,-,-,-,-,-,-,Honchkrow (T),,,
,-,-,3,-,-,-,-,-,-,Honchkrow (Z),,,
,-,-,1,1,-,1,9,1,1,Glameow,,,
,-,-,-,-,-,-,-,-,-,Glameow (T),,,
,-,-,1,-,-,-,-,-,-,Glameow (Z),,,
,-,-,1,2,-,1,-,1,1,Purugly,,,
,-,-,-,-,-,-,-,-,-,Purugly (T),,,
,-,-,1,-,-,-,-,-,-,Purugly (Z),,,
,1,-,1,1,1,1,6,1,1,Chingling,,,
,1,-,-,-,-,-,-,-,-,Chingling (T),,,
,-,-,1,-,-,-,-,-,-,Chingling (Z),,,
,1,1,1,1,1,1,12,1,1,Stunky,,,
,1,-,-,-,-,-,-,-,-,Stunky (T),,,
,-,-,1,-,-,-,-,-,-,Stunky (Z),,,
,3,5,5,5,3,4,-,4,5,Skuntank,,,
,3,-,-,-,-,-,-,-,-,Skuntank (T),,,
,-,-,5,-,-,-,-,-,-,Skuntank (Z),,,
,1,1,1,1,1,1,7,1,1,Bronzor,,,
,1,-,-,-,-,-,-,-,-,Bronzor (T),,,
,-,-,1,-,-,-,-,-,-,Bronzor (Z),,,
,7,6,9,8,10,9,-,12,9,Bronzong,,,
,7,-,-,-,-,-,-,-,-,Bronzong (T),,,
,-,-,9,-,-,-,-,-,-,Bronzong (Z),,,
,1,1,1,1,-,1,6,1,1,Bonsly,,,
,1,-,-,-,-,-,-,-,-,Bonsly (T),,,
,-,-,1,-,-,-,-,-,-,Bonsly (Z),,,
,-,1,1,1,-,1,8,1,1,Mime Jr.,,,
,-,-,-,-,-,-,-,-,-,Mime Jr. (T),,,
,-,-,1,-,-,-,-,-,-,Mime Jr. (Z),,,
,1,1,1,1,1,1,2,1,1,Happiny,,,
,1,-,-,-,-,-,-,-,-,Happiny (T),,,
,-,-,1,-,-,-,-,-,-,Happiny (Z),,,
,-,-,1,1,-,1,-,1,1,Chatot,,,
,-,-,-,-,-,-,-,-,-,Chatot (T),,,
,-,-,1,-,-,-,-,-,-,Chatot (Z),,,
,3,2,5,5,6,3,-,5,5,Spiritomb,,,
,3,-,-,-,-,-,-,-,-,Spiritomb (T),,,
,-,-,5,-,-,-,-,-,-,Spiritomb (Z),,,
,1,1,1,1,1,1,8,1,1,Gible,,,
,1,-,-,-,-,-,-,-,-,Gible (T),,,
,-,-,1,-,-,-,-,-,-,Gible (Z),,,
,1,1,1,1,1,1,-,1,1,Gabite,,,
,1,-,-,-,-,-,-,-,-,Gabite (T),,,
,-,-,1,-,-,-,-,-,-,Gabite (Z),,,
,17,20,17,19,14,18,-,19,20,Garchomp,,,
,-,-,-,-,-,-,-,-,-,Garchomp (T),,,
,-,-,17,-,-,-,-,-,-,Garchomp (Z),,,
,-,-,13,13,-,15,-,16,17,Mega Garchomp,,,
,1,2,1,1,1,1,11,3,2,Munchlax,,,
,1,-,-,-,-,-,-,-,-,Munchlax (T),,,
,-,-,1,-,-,-,-,-,-,Munchlax (Z),,,
,1,1,1,1,2,1,9,1,1,Riolu,,,
,1,-,-,-,-,-,-,-,-,Riolu (T),,,
,-,-,1,-,-,-,-,-,-,Riolu (Z),,,
,5,4,5,6,5,6,-,7,9,Lucario,,,
,6,-,-,-,-,-,-,-,-,Lucario (T),,,
,-,-,5,-,-,-,-,-,-,Lucario (Z),,,
,-,-,99,99,-,99,-,24,99,Mega Lucario,,,
,1,1,1,1,1,1,9,1,1,Hippopotas,,,
,1,-,-,-,-,-,-,-,-,Hippopotas (T),,,
,-,-,1,-,-,-,-,-,-,Hippopotas (Z),,,
,6,6,7,8,5,7,-,12,10,Hippowdon,,,
,6,-,-,-,-,-,-,-,-,Hippowdon (T),,,
,-,-,7,-,-,-,-,-,-,Hippowdon (Z),,,
,-,1,1,1,-,1,7,1,1,Skorupi,,,
,-,-,-,-,-,-,-,-,-,Skorupi (T),,,
,-,-,1,-,-,-,-,-,-,Skorupi (Z),,,
,-,8,7,7,-,8,-,9,8,Drapion,,,
,-,-,-,-,-,-,-,-,-,Drapion (T),,,
,-,-,7,-,-,-,-,-,-,Drapion (Z),,,
,1,1,1,1,1,1,9,1,1,Croagunk,,,
,1,-,-,-,-,-,-,-,-,Croagunk (T),,,
,-,-,1,-,-,-,-,-,-,Croagunk (Z),,,
,2,3,4,5,4,2,-,4,6,Toxicroak,,,
,2,-,-,-,-,-,-,-,-,Toxicroak (T),,,
,-,-,4,-,-,-,-,-,-,Toxicroak (Z),,,
,-,-,1,1,-,1,-,1,1,Carnivine,,,
,-,-,-,-,-,-,-,-,-,Carnivine (T),,,
,-,-,1,-,-,-,-,-,-,Carnivine (Z),,,
,1,-,1,1,-,1,6,1,1,Finneon,,,
,1,-,-,-,-,-,-,-,-,Finneon (T),,,
,-,-,1,-,-,-,-,-,-,Finneon (Z),,,
,1,-,1,2,1,1,-,1,1,Lumineon,,,
,1,-,-,-,-,-,-,-,-,Lumineon (T),,,
,-,-,1,-,-,-,-,-,-,Lumineon (Z),,,
,-,1,1,1,-,1,8,1,1,Mantyke,,,
,-,-,-,-,-,-,-,-,-,Mantyke (T),,,
,-,-,1,-,-,-,-,-,-,Mantyke (Z),,,
,1,1,1,1,1,1,11,1,1,Snover,,,
,1,-,-,-,-,-,-,-,-,Snover (T),,,
,-,-,1,-,-,-,-,-,-,Snover (Z),,,
,6,3,2,3,8,6,-,5,4,Abomasnow,,,
,6,-,-,-,-,-,-,-,-,Abomasnow (T),,,
,-,-,2,-,-,-,-,-,-,Abomasnow (Z),,,
,-,-,2,2,-,3,-,3,2,Mega Abomasnow,,,
,12,17,14,16,11,14,-,17,17,Weavile,,,
,12,-,-,-,-,-,-,-,-,Weavile (T),,,
,-,-,14,-,-,-,-,-,-,Weavile (Z),,,
,5,4,5,6,6,6,-,9,7,Magnezone,,,
,5,-,-,-,-,-,-,-,-,Magnezone (T),,,
,-,-,5,-,-,-,-,-,-,Magnezone (Z),,,
,-,4,5,6,-,5,-,9,8,Lickilicky,,,
,-,-,-,-,-,-,-,-,-,Lickilicky (T),,,
,-,-,5,-,-,-,-,-,-,Lickilicky (Z),,,
,7,9,6,6,10,7,-,7,8,Rhyperior,,,
,7,-,-,-,-,-,-,-,-,Rhyperior (T),,,
,-,-,6,-,-,-,-,-,-,Rhyperior (Z),,,
,-,8,10,9,-,8,-,13,10,Tangrowth,,,
,-,-,-,-,-,-,-,-,-,Tangrowth (T),,,
,-,-,10,-,-,-,-,-,-,Tangrowth (Z),,,
,1,2,2,2,8,1,-,3,2,Electivire,,,
,1,-,-,-,-,-,-,-,-,Electivire (T),,,
,-,-,2,-,-,-,-,-,-,Electivire (Z),,,
,2,2,2,5,9,2,-,4,4,Magmortar,,,
,2,-,-,-,-,-,-,-,-,Magmortar (T),,,
,-,-,2,-,-,-,-,-,-,Magmortar (Z),,,
,-,10,9,13,-,12,-,11,12,Togekiss,,,
,-,-,-,-,-,-,-,-,-,Togekiss (T),,,
,-,-,9,-,-,-,-,-,-,Togekiss (Z),,,
,5,-,3,5,4,5,-,7,4,Yanmega,,,
,6,-,-,-,-,-,-,-,-,Yanmega (T),,,
,-,-,3,-,-,-,-,-,-,Yanmega (Z),,,
,1,2,3,2,2,2,-,3,4,Leafeon,,,
,1,-,-,-,-,-,-,-,-,Leafeon (T),,,
,-,-,3,-,-,-,-,-,-,Leafeon (Z),,,
,1,1,1,1,2,1,-,1,2,Glaceon,,,
,1,-,-,-,-,-,-,-,-,Glaceon (T),,,
,-,-,1,-,-,-,-,-,-,Glaceon (Z),,,
,11,-,9,10,4,14,-,15,12,Gliscor,,,
,13,-,-,-,-,-,-,-,-,Gliscor (T),,,
,-,-,9,-,-,-,-,-,-,Gliscor (Z),,,
,8,9,9,11,8,9,-,13,12,Mamoswine,,,
,8,-,-,-,-,-,-,-,-,Mamoswine (T),,,
,-,-,9,-,-,-,-,-,-,Mamoswine (Z),,,
,6,5,6,7,11,6,-,8,9,Porygon-Z,,,
,6,-,-,-,-,-,-,-,-,Porygon-Z (T),,,
,-,-,6,-,-,-,-,-,-,Porygon-Z (Z),,,
,6,2,2,4,10,7,-,7,4,Gallade,,,
,7,-,-,-,-,-,-,-,-,Gallade (T),,,
,-,-,2,-,-,-,-,-,-,Gallade (Z),,,
,-,-,17,17,-,19,-,14,19,Mega Gallade,,,
,1,-,1,2,2,1,-,1,2,Probopass,,,
,1,-,-,-,-,-,-,-,-,Probopass (T),,,
,-,-,1,-,-,-,-,-,-,Probopass (Z),,,
,3,3,1,3,5,3,-,2,3,Dusknoir,,,
,3,-,-,-,-,-,-,-,-,Dusknoir (T),,,
,-,-,1,-,-,-,-,-,-,Dusknoir (Z),,,
,4,3,3,5,3,4,-,8,6,Froslass,,,
,4,-,-,-,-,-,-,-,-,Froslass (T),,,
,-,-,3,-,-,-,-,-,-,Froslass (Z),,,
,6,3,3,4,4,5,-,4,4,Rotom,,,
,6,-,-,-,-,-,-,-,-,Rotom (T),,,
,-,-,3,-,-,-,-,-,-,Rotom (Z),,,
,7,9,7,8,10,9,-,11,11,Rotom-Heat,,,
,7,-,-,-,-,-,-,-,-,Rotom-Heat (T),,,
,-,-,7,-,-,-,-,-,-,Rotom-Heat (Z),,,
,13,15,15,16,12,14,-,17,15,Rotom-Wash,,,
,13,-,-,-,-,-,-,-,-,Rotom-Wash (T),,,
,-,-,15,-,-,-,-,-,-,Rotom-Wash (Z),,,
,4,3,4,3,5,6,-,7,6,Rotom-Frost,,,
,4,-,-,-,-,-,-,-,-,Rotom-Frost (T),,,
,-,-,4,-,-,-,-,-,-,Rotom-Frost (Z),,,
,4,4,3,3,5,4,-,4,5,Rotom-Fan,,,
,4,-,-,-,-,-,-,-,-,Rotom-Fan (T),,,
,-,-,3,-,-,-,-,-,-,Rotom-Fan (Z),,,
,6,6,6,7,8,7,-,10,9,Rotom-Mow,,,
,6,-,-,-,-,-,-,-,-,Rotom-Mow (T),,,
,-,-,6,-,-,-,-,-,-,Rotom-Mow (Z),,,
,11,12,13,12,8,11,-,11,11,Uxie,,,
,11,-,-,-,-,-,-,-,-,Uxie (T),,,
,-,-,13,-,-,-,-,-,-,Uxie (Z),,,
,9,8,10,10,7,9,-,9,10,Mesprit,,,
,9,-,-,-,-,-,-,-,-,Mesprit (T),,,
,-,-,10,-,-,-,-,-,-,Mesprit (Z),,,
,10,11,11,10,8,11,-,12,11,Azelf,,,
,10,-,-,-,-,-,-,-,-,Azelf (T),,,
,-,-,11,-,-,-,-,-,-,Azelf (Z),,,
,99,99,99,99,99,99,-,24,99,Dialga,,,
,99,-,-,-,-,-,-,-,-,Dialga (T),,,
,-,-,99,-,-,-,-,-,-,Dialga (Z),,,
,-,-,-,-,-,99,-,-,-,Dialga-Origin,,,
,-,-,-,-,-,-,-,-,-,Dialga-Origin (T),,,
,-,-,-,-,-,-,-,-,-,Dialga-Origin (Z),,,
,99,99,99,99,99,99,-,26,99,Palkia,,,
,99,-,-,-,-,-,-,-,-,Palkia (T),,,
,-,-,99,-,-,-,-,-,-,Palkia (Z),,,
,-,-,-,-,-,99,-,-,-,Palkia-Origin,,,
,-,-,-,-,-,-,-,-,-,Palkia-Origin (T),,,
,-,-,-,-,-,-,-,-,-,Palkia-Origin (Z),,,
,11,11,12,14,14,13,-,14,14,Heatran,,,
,12,-,-,-,-,-,-,-,-,Heatran (T),,,
,-,-,12,-,-,-,-,-,-,Heatran (Z),,,
,1,3,1,1,4,2,-,3,5,Regigigas,,,
,1,-,-,-,-,-,-,-,-,Regigigas (T),,,
,-,-,1,-,-,-,-,-,-,Regigigas (Z),,,
,99,99,99,99,99,99,-,26,99,Giratina,,,
,99,-,-,-,-,-,-,-,-,Giratina (T),,,
,-,-,99,-,-,-,-,-,-,Giratina (Z),,,
,-,-,-,-,-,99,-,-,-,Giratina-Origin,,,
,-,-,-,-,-,-,-,-,-,Giratina-Origin (T),,,
,-,-,-,-,-,-,-,-,-,Giratina-Origin (Z),,,
,8,7,9,9,13,10,-,9,10,Cresselia,,,
,8,-,-,-,-,-,-,-,-,Cresselia (T),,,
,-,-,9,-,-,-,-,-,-,Cresselia (Z),,,
,1,-,1,1,99,1,-,1,1,Phione,,,
,1,-,-,-,-,-,-,-,-,Phione (T),,,
,-,-,1,-,-,-,-,-,-,Phione (Z),,,
,8,-,13,15,99,12,-,13,15,Manaphy,,,
,10,-,-,-,-,-,-,-,-,Manaphy (T),,,
,-,-,13,-,-,-,-,-,-,Manaphy (Z),,,
,17,-,99,99,99,17,-,21,99,Darkrai,,,
,-,-,-,-,-,-,-,-,-,Darkrai (T),,,
,-,-,99,-,-,-,-,-,-,Darkrai (Z),,,
,7,-,8,9,99,8,-,10,9,Shaymin,,,
,8,-,-,-,-,-,-,-,-,Shaymin (T),,,
,-,-,8,-,-,-,-,-,-,Shaymin (Z),,,
,99,-,99,99,99,99,-,17,99,Shaymin-Sky,,,
,99,-,-,-,-,-,-,-,-,Shaymin-Sky (T),,,
,-,-,99,-,-,-,-,-,-,Shaymin-Sky (Z),,,
,99,-,99,99,99,99,-,99,99,Arceus,,,
,99,-,-,-,-,-,-,-,-,Arceus (T),,,
,-,-,99,-,-,-,-,-,-,Arceus (Z),,,
,-,-,-,-,-,99,-,21,99,Arceus-Bug,,,
,-,-,-,-,-,-,-,-,-,Arceus-Bug (T),,,
,-,-,-,-,-,-,-,-,-,Arceus-Bug (Z),,,
,-,-,-,-,-,99,-,26,99,Arceus-Dark,,,
,-,-,-,-,-,-,-,-,-,Arceus-Dark (T),,,
,-,-,-,-,-,-,-,-,-,Arceus-Dark (Z),,,
,-,-,-,-,-,99,-,26,99,Arceus-Dragon,,,
,-,-,-,-,-,-,-,-,-,Arceus-Dragon (T),,,
,-,-,-,-,-,-,-,-,-,Arceus-Dragon (Z),,,
,-,-,-,-,-,99,-,24,99,Arceus-Electric,,,
,-,-,-,-,-,-,-,-,-,Arceus-Electric (T),,,
,-,-,-,-,-,-,-,-,-,Arceus-Electric (Z),,,
,-,-,-,-,-,99,-,23,99,Arceus-Fighting,,,
,-,-,-,-,-,-,-,-,-,Arceus-Fighting (T),,,
,-,-,-,-,-,-,-,-,-,Arceus-Fighting (Z),,,
,-,-,-,-,-,99,-,21,99,Arceus-Fire,,,
,-,-,-,-,-,-,-,-,-,Arceus-Fire (T),,,
,-,-,-,-,-,-,-,-,-,Arceus-Fire (Z),,,
,-,-,-,-,-,99,-,25,99,Arceus-Flying,,,
,-,-,-,-,-,-,-,-,-,Arceus-Flying (T),,,
,-,-,-,-,-,-,-,-,-,Arceus-Flying (Z),,,
,-,-,-,-,-,99,-,99,99,Arceus-Ghost,,,
,-,-,-,-,-,-,-,-,-,Arceus-Ghost (T),,,
,-,-,-,-,-,-,-,-,-,Arceus-Ghost (Z),,,
,-,-,-,-,-,99,-,22,99,Arceus-Grass,,,
,-,-,-,-,-,-,-,-,-,Arceus-Grass (T),,,
,-,-,-,-,-,-,-,-,-,Arceus-Grass (Z),,,
,-,-,-,-,-,99,-,30,99,Arceus-Ground,,,
,-,-,-,-,-,-,-,-,-,Arceus-Ground (T),,,
,-,-,-,-,-,-,-,-,-,Arceus-Ground (Z),,,
,-,-,-,-,-,99,-,22,99,Arceus-Ice,,,
,-,-,-,-,-,-,-,-,-,Arceus-Ice (T),,,
,-,-,-,-,-,-,-,-,-,Arceus-Ice (Z),,,
,-,-,-,-,-,99,-,28,99,Arceus-Poison,,,
,-,-,-,-,-,-,-,-,-,Arceus-Poison (T),,,
,-,-,-,-,-,-,-,-,-,Arceus-Poison (Z),,,
,-,-,-,-,-,99,-,23,99,Arceus-Psychic,,,
,-,-,-,-,-,-,-,-,-,Arceus-Psychic (T),,,
,-,-,-,-,-,-,-,-,-,Arceus-Psychic (Z),,,
,-,-,-,-,-,99,-,22,99,Arceus-Rock,,,
,-,-,-,-,-,-,-,-,-,Arceus-Rock (T),,,
,-,-,-,-,-,-,-,-,-,Arceus-Rock (Z),,,
,-,-,-,-,-,99,-,27,99,Arceus-Steel,,,
,-,-,-,-,-,-,-,-,-,Arceus-Steel (T),,,
,-,-,-,-,-,-,-,-,-,Arceus-Steel (Z),,,
,-,-,-,-,-,99,-,29,99,Arceus-Water,,,
,-,-,-,-,-,-,-,-,-,Arceus-Water (T),,,
,-,-,-,-,-,-,-,-,-,Arceus-Water (Z),,,
,-,-,-,-,-,99,-,30,99,Arceus-Fairy,,,
,-,-,-,-,-,-,-,-,-,Arceus-Fairy (T),,,
,-,-,-,-,-,-,-,-,-,Arceus-Fairy (Z),,,
,-,17,13,14,-,15,-,17,17,Victini,,,
,-,-,-,-,-,-,-,-,-,Victini (T),,,
,-,-,13,-,-,-,-,-,-,Victini (Z),,,
,1,-,1,1,1,1,10,1,1,Snivy,,,
,1,-,-,-,-,-,-,-,-,Snivy (T),,,
,-,-,1,-,-,-,-,-,-,Snivy (Z),,,
,1,-,1,2,1,1,-,1,1,Servine,,,
,1,-,-,-,-,-,-,-,-,Servine (T),,,
,-,-,1,-,-,-,-,-,-,Servine (Z),,,
,7,-,14,14,6,7,-,11,8,Serperior,,,
,11,-,-,-,-,-,-,-,-,Serperior (T),,,
,-,-,14,-,-,-,-,-,-,Serperior (Z),,,
,1,-,1,1,1,1,6,1,1,Tepig,,,
,1,-,-,-,-,-,-,-,-,Tepig (T),,,
,-,-,1,-,-,-,-,-,-,Tepig (Z),,,
,1,-,1,1,1,1,-,1,1,Pignite,,,
,1,-,-,-,-,-,-,-,-,Pignite (T),,,
,-,-,1,-,-,-,-,-,-,Pignite (Z),,,
,4,-,4,6,5,4,-,5,6,Emboar,,,
,4,-,-,-,-,-,-,-,-,Emboar (T),,,
,-,-,4,-,-,-,-,-,-,Emboar (Z),,,
,1,-,1,1,1,1,4,1,1,Oshawott,,,
,1,-,-,-,-,-,-,-,-,Oshawott (T),,,
,-,-,1,-,-,-,-,-,-,Oshawott (Z),,,
,1,-,1,1,1,1,-,1,1,Dewott,,,
,1,-,-,-,-,-,-,-,-,Dewott (T),,,
,-,-,1,-,-,-,-,-,-,Dewott (Z),,,
,1,-,1,2,2,1,-,1,2,Samurott,,,
,1,-,-,-,-,-,-,-,-,Samurott (T),,,
,-,-,1,-,-,-,-,-,-,Samurott (Z),,,
,14,-,-,-,6,15,-,15,,Hisuian Samurott,,,
,14,-,-,-,-,-,-,-,-,Hisuian Samurott (T),,,
,-,-,-,-,-,-,-,-,-,Hisuian Samurott (Z),,,
,-,-,1,1,-,1,4,1,1,Patrat,,,
,-,-,-,-,-,-,-,-,-,Patrat (T),,,
,-,-,1,-,-,-,-,-,-,Patrat (Z),,,
,-,-,1,1,-,1,-,1,1,Watchog,,,
,-,-,-,-,-,-,-,-,-,Watchog (T),,,
,-,-,1,-,-,-,-,-,-,Watchog (Z),,,
,-,1,1,1,-,1,4,1,1,Lillipup,,,
,-,-,-,-,-,-,-,-,-,Lillipup (T),,,
,-,-,1,-,-,-,-,-,-,Lillipup (Z),,,
,-,1,1,1,-,1,-,1,1,Herdier,,,
,-,-,-,-,-,-,-,-,-,Herdier (T),,,
,-,-,1,-,-,-,-,-,-,Herdier (Z),,,
,-,3,2,2,-,2,-,3,3,Stoutland,,,
,-,-,-,-,-,-,-,-,-,Stoutland (T),,,
,-,-,2,-,-,-,-,-,-,Stoutland (Z),,,
,-,1,1,1,-,1,9,1,1,Purrloin,,,
,-,-,-,-,-,-,-,-,-,Purrloin (T),,,
,-,-,1,-,-,-,-,-,-,Purrloin (Z),,,
,-,2,2,2,-,1,-,4,1,Liepard,,,
,-,-,-,-,-,-,-,-,-,Liepard (T),,,
,-,-,2,-,-,-,-,-,-,Liepard (Z),,,
,-,-,1,1,-,1,6,1,1,Pansage,,,
,-,-,-,-,-,-,-,-,-,Pansage (T),,,
,-,-,1,-,-,-,-,-,-,Pansage (Z),,,
,-,-,1,2,-,2,-,1,2,Simisage,,,
,-,-,-,-,-,-,-,-,-,Simisage (T),,,
,-,-,1,-,-,-,-,-,-,Simisage (Z),,,
,-,-,1,1,-,1,6,1,1,Pansear,,,
,-,-,-,-,-,-,-,-,-,Pansear (T),,,
,-,-,1,-,-,-,-,-,-,Pansear (Z),,,
,-,-,1,2,-,2,-,1,2,Simisear,,,
,-,-,-,-,-,-,-,-,-,Simisear (T),,,
,-,-,1,-,-,-,-,-,-,Simisear (Z),,,
,-,-,1,1,-,1,5,1,1,Panpour,,,
,-,-,-,-,-,-,-,-,-,Panpour (T),,,
,-,-,1,-,-,-,-,-,-,Panpour (Z),,,
,-,-,1,2,-,2,-,1,2,Simipour,,,
,-,-,-,-,-,-,-,-,-,Simipour (T),,,
,-,-,1,-,-,-,-,-,-,Simipour (Z),,,
,-,1,1,1,-,1,5,1,1,Munna,,,
,-,-,-,-,-,-,-,-,-,Munna (T),,,
,-,-,1,-,-,-,-,-,-,Munna (Z),,,
,-,1,4,4,-,1,-,5,5,Musharna,,,
,-,-,-,-,-,-,-,-,-,Musharna (T),,,
,-,-,4,-,-,-,-,-,-,Musharna (Z),,,
,-,1,1,1,-,1,3,1,1,Pidove,,,
,-,-,-,-,-,-,-,-,-,Pidove (T),,,
,-,-,1,-,-,-,-,-,-,Pidove (Z),,,
,-,1,1,1,-,1,-,1,1,Tranquill,,,
,-,-,-,-,-,-,-,-,-,Tranquill (T),,,
,-,-,1,-,-,-,-,-,-,Tranquill (Z),,,
,-,1,1,1,-,1,-,1,2,Unfezant,,,
,-,-,-,-,-,-,-,-,-,Unfezant (T),,,
,-,-,1,-,-,-,-,-,-,Unfezant (Z),,,
,1,-,1,1,1,1,5,1,1,Blitzle,,,
,1,-,-,-,-,-,-,-,-,Blitzle (T),,,
,-,-,1,-,-,-,-,-,-,Blitzle (Z),,,
